energy_kcal_value,energy_kj_value,carbohydrates_value,sugars_value,fat_value,saturated_fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova_group,nutrition_score_fr,fruits_vegetables_nuts_estimate_from_ingredients_100g,product_code,product_name,brands,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
336.0,1415.0,81.0,1.0,1.5,0.4,9.0,19.0,0.0,0.0,3.0,-4.0,0.0,7300400118118,ORIGINAL au seigle,wasa,0.012345679012345678,High Calories,Low Sugar,No
826.0,3397.0,0.0,0.0,92.0,9.9,0.0,2.5,0.0,0.0,2.0,4.0,0.0,8480000040404,Aceite refinado de girasol,Hacendado,0.0,High Calories,Low Sugar,No
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003725,0.00149,4.0,0.0,0.0,42143819,Missing,Saskia,0.0,Low Calories,Low Sugar,No
393.0,1645.0,76.0,4.4,6.3,0.6,3.9,8.5,1.8,0.72,4.0,8.0,0.45,6175019,Pain Campagnard aux graines,Schär,0.05789473684210527,High Calories,Low Sugar,Yes
600.0,1189.0,14.0,4.6,48.1,5.8,23.4,8.2,0.8075,0.323,4.0,2.0,0.0,8480000348203,Cacahuete frito,Hacendado,0.32857142857142857,High Calories,Low Sugar,No
644.0,2694.0,3.0,1.5,70.0,6.7,0.8,2.5,1.0,0.4,3.0,18.0,68.0,8715700209159,Mayonnaise,Heinz,0.5,High Calories,Low Sugar,No
245.379222434671,1029.0,3.33333333333333,0.0,24.6666666666667,16.3333333333333,3.66666666666667,0.333333333333333,1833.33333333333,733.333333333332,4.0,21.0,0.0,8001590640258,Philadelphia original,Philadelphia,0.0,High Calories,Low Sugar,Yes
522.5,2170.0,24.0,16.0,37.5,7.5,17.25,13.0,0.75,0.3,4.0,12.0,22.7272727272727,5000159528481,DARK CHOCOLATE NUTS & SEA SALT,KIND,0.6666666666666666,High Calories,High Sugar,Yes
313.0,1189.0,2.2,2.2,16.5,5.2,38.9,2.5,10.9,4.36,4.0,26.0,0.0,3450160005259,Saint Agaûne fine saveur de viande séchée,Saint Agaûne,1.0,High Calories,Low Sugar,Yes
140.0,1189.0,29.0,11.0,2.5,0.5,5.0,4.0,0.475,0.19,3.0,14.0,0.0,16000275263,Cheerios Heart shape imp,"Cheerios,General Mills",0.3793103448275862,Moderate Calories,Moderate Sugar,No
382.0,1610.0,59.6,4.0,7.8,0.8,13.3,10.3,0.0,0.0,4.0,-5.0,0.0,8480000134455,Panecillo tostado,Hacendado,0.06711409395973154,High Calories,Low Sugar,Yes
526.0,1189.0,15.1,1.6,41.0,1.4,23.0,20.0,0.3725,0.149,1.0,7.0,0.0,5016887003893,Semillas de Lino (molidas en frío),Linwoods,0.10596026490066227,High Calories,Low Sugar,No
350.0,1189.0,73.3,2.0,1.0,0.8,8.5,2.5,0.0975,0.039,4.0,1.0,0.0,4056489216629,Puré de Patata,Harvest Basket,0.027285129604365622,High Calories,Low Sugar,Yes
52.0,219.0,4.0,4.0,0.0,0.0,8.9,0.0,0.11,0.044,3.0,-2.0,0.0,4056489564737,Skyr,Envia,1.0,Low Calories,Low Sugar,No
528.0,2286.0,56.0,16.0,32.0,29.0,2.0,2.5,0.01,0.004,4.0,18.0,73.0,8718403887518,Banana chips,suny bites,0.2857142857142857,High Calories,High Sugar,Yes
476.0,1995.0,62.5,25.0,20.4,6.7,7.6,6.0,0.58,0.232,4.0,17.0,0.0103515625000057,8002190006147,Gran saraceno,galbusera,0.4,High Calories,High Sugar,Yes
644.0,2650.0,3.0,1.5,70.0,5.3,0.8,2.5,1.0,0.4,3.0,16.0,0.0,8715700422084,Mayonesa original,Heinz,0.5,High Calories,Low Sugar,No
453.0,1906.0,71.0,0.0,14.0,1.2,9.1,3.3,2.0,0.8,4.0,14.0,19.20109375,3800205875109,bruschette chips,maretti,0.0,High Calories,Low Sugar,Yes
167.0,708.0,40.0,40.0,0.0,0.0,0.0,1.4,0.0,0.0,4.0,11.0,75.0,3560071270315,Emotion,"Carrefour, Carrefour Sensation Carrefour",1.0,Moderate Calories,High Sugar,Yes
260.4,1189.0,46.5,4.1,4.495,0.961,6.2,9.13,0.6366625,0.254665,4.0,7.0,0.0,8410184040747,Sabroz arroz integral,Brillante,0.0,High Calories,High Sugar,Yes
42.0,1189.0,6.2,2.3,1.5,0.3,0.7,0.5,0.03,0.012,4.0,13.0,0.0,8002590043391,Misura Privolat,Misura,0.3709677419354838,Low Calories,Low Sugar,Yes
102.0,435.0,23.2,22.8,0.1,0.1,1.2,2.5,1.8,0.72,4.0,15.0,0.377655029296875,8715700218427,Ketchup,Heinz,0.9827586206896552,Moderate Calories,High Sugar,No
255.0,1073.0,39.0,4.1,5.5,0.6,8.8,7.1,1.0,0.4,4.0,1.0,0.0,3256227575235,Pain multicéréales 500g,U,0.10512820512820512,High Calories,Low Sugar,Yes
281.0,1189.0,53.0,3.4,2.7,0.6,10.0,2.3,0.05,0.02,1.0,-1.0,0.0,3240931546353,Tagliatelles aux œufs frais,Lustucru,0.06415094339622641,High Calories,Low Sugar,No
33.0,138.0,5.4,4.5,0.5,0.0,1.5,2.5,0.88,0.352,4.0,0.0,83.8518518518518,20266745,Piquillo Paprika,Freshona,0.8333333333333333,Low Calories,Low Sugar,Yes
190.0,1189.0,20.0,0.26,11.0,1.0,2.5,2.2,0.825,0.33,3.0,14.0,0.0,5060042640744,Hand-Cooked Crisps Lightly Sea Salted,Tyrrell's,0.013000000000000001,Moderate Calories,Low Sugar,No
126.0,1189.0,20.0,1.6,2.2,0.4,4.7,3.5,0.82,0.328,3.0,3.0,39.0,3083681139723,"Bonduelle Lunch Bowl Dinkel, Gartenerbse, Kirschtomate 3083681139723  Gegarte, verzehrfertige Mischung aus Dinkelweizen, Erbsen, Schwarzaugenbohnen, Kirschtomaten, gegrillter Paprika, Grünen Oliven, 3 % nativem Olivenöl extra, gewürzt.",Bonduelle,0.08,Moderate Calories,Low Sugar,No
184.0,1189.0,43.6,43.2,0.6,0.1,0.5,1.3,3.3,1.32,4.0,30.0,31.0,5010338015886,B/Dragon Sweet Chilli Sqzy 380g,Blue Dragon,0.9908256880733946,Moderate Calories,High Sugar,Yes
57.0,1189.0,3.90000009536743,3.90000009536743,0.200000002980232,0.100000001490116,10.0,2.5,0.3725,0.149,3.0,7.0,0.0,34361704642,Skyr nature,Danone,1.0,Low Calories,Low Sugar,No
200.0,1189.0,22.0,21.0,11.0,4.0,2.0,1.0,0.0375,0.015,4.0,23.0,10.9375,9800895007,Nutella,"Nutella, Ferrero",0.9545454545454546,Moderate Calories,High Sugar,Yes
292.0,1229.0,44.0,5.0,7.0,0.7,10.0,6.5,0.98,0.392,4.0,0.0,2.5599609375,3228857001811,Beau & bon seigle,Harry's,0.11363636363636363,High Calories,Moderate Sugar,Yes
398.0,1189.0,77.0,28.9,6.7,0.9,5.5,3.8,0.03,0.012,4.0,10.0,53.26171875,5010477323118,Frusli Juicy Red Berries Chewy Cereals Bars 6 x (180g),Jordans,0.3753246753246753,High Calories,High Sugar,Yes
215.0,1189.0,6.5,6.5,17.0,11.5,9.0,2.5,0.26,0.104,4.0,11.0,0.0,3073781154467,Frommage,La vache qui rit,1.0,High Calories,Moderate Sugar,Yes
0.0,1189.0,0.0,4.1,0.0,1.4,0.0,2.5,0.1002875,0.040115,4.0,4.0,0.0,49000042566,Coke Zero,Coca Cola,0.0,Low Calories,High Sugar,Yes
286.4,1189.0,62.4,0.08,1.04,0.16,6.0,1.44,0.112,0.0448,3.0,1.0,0.0,4056489181293,Missing,"Combino, Lidl, Vitasia",0.001282051282051282,High Calories,Low Sugar,No
407.0,1189.0,63.0,15.0,10.2,1.3,11.0,10.0,0.03,0.012,1.0,1.0,21.5,5016786001792,organic fruits & seeds muesli,alara,0.23809523809523808,High Calories,Moderate Sugar,No
436.0,1824.0,47.2,42.0,22.3,1.9,9.6,4.3,0.03,0.012,3.0,15.0,100.0,4088600268958,Fruit & Nut Mix,Aldi,0.8898305084745762,High Calories,High Sugar,No
361.0,1493.0,0.05,0.05,33.0,23.0,16.0,0.5,2.2,0.88,4.0,18.0,0.0,3341502000110,Saint Agur Blue Cheese,Saint Agur,1.0,High Calories,Low Sugar,No
627.0,1189.0,14.2,6.5,50.5,6.8,25.3,7.1,0.6875,0.275,3.0,3.0,95.0,5051898719357,Crunchy Peanut Butter,Tesco,0.45774647887323944,High Calories,Moderate Sugar,No
20.0,1189.0,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,57.0,5024115330055,Rejuvenate Natural Energy,purdey's,1.0,Low Calories,Low Sugar,Yes
357.0,1189.0,87.9,3.5,0.0,0.0,0.6,6.2,0.0,0.0,3.0,2.0,0.0,5011766010139,Plain White Flour Free From Gluten,Doves Farm,0.03981797497155859,High Calories,Low Sugar,No
47.0,1189.0,5.0,5.0,1.5,1.1,3.4,2.5,0.11,0.044,4.0,1.0,0.0,4061462842764,Haltbare Fettarme Milch,"07 x Aldi 09.25, 09 x Aldi 09.25, 11 x Aldi 09.25, 12 x Aldi 09.25-01 x Aldi 08.25, Milsani, 05 x Aldi 09.25",1.0,Low Calories,Moderate Sugar,No
60.0,253.0,5.5,5.5,2.7,1.8,3.6,2.5,0.12,0.048,3.0,1.0,0.0,6191507249383,Yaourt Nature,Vitalait,1.0,Low Calories,Moderate Sugar,No
44.1,1189.0,1.56,1.53,3.3,2.13,2.22,0.09,0.20625,0.0825,4.0,9.0,0.0,7622201694104,SCAN TO WIN Brunch in Wine LIGHT New York PHILADEL,Philadelphia,0.9807692307692307,Low Calories,Low Sugar,Yes
453.0,1898.0,58.5,2.2,17.9,1.9,9.8,9.3,2.05,0.82,3.0,11.0,2.04999999999998,5000328020822,Sea Salt flavour pea and bean sticks,Off The Eaten Path,0.03760683760683761,High Calories,Low Sugar,No
200.0,1189.0,47.0,5.0,1.0,0.0,6.0,7.0,0.7,0.28,3.0,7.0,0.0,884912004710,Grape-Nuts Cereal,Post,0.10638297872340426,Moderate Calories,Moderate Sugar,No
373.3333,1189.0,66.6667,21.1111,5.5556,0.8889,11.1111,2.5,0.288889,0.1155556,4.0,11.0,14.0,5010029226263,Swiss style muesli,Alpen,0.31666634166682917,High Calories,High Sugar,Yes
310.0,1189.0,73.7,69.3,0.7,0.1,1.4,1.5,0.3725,0.149,3.0,7.0,75.0,4088600268880,Raisins & Cranberries,Aldi,0.9402985074626865,High Calories,High Sugar,No
41.3,176.0,10.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,4.5,5449000083142,Fanta tropical exotic,Fanta,1.0,Low Calories,Moderate Sugar,Yes
416.0,1189.0,0.0,0.0,34.9,21.7,25.4,0.0,4.5,1.8,4.0,28.0,0.0,4056489159988,"British Mature Cheddar, Strength 4",Valley Spire,0.0,High Calories,Low Sugar,No
480.0,1189.0,61.0,3.7,22.0,2.2,6.8,5.5,0.875,0.35,4.0,9.0,0.0006294250488281,8710398161987,Nacho Cheese,"Doritos, Multibev, PepsoCo",0.060655737704918035,High Calories,Low Sugar,Yes
0.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.0,0.0,4.0,7.0,0.17415,87172652,Duo Penotti,Cachet,0.0,Low Calories,High Sugar,No
345.0,1460.0,62.0,3.7,2.4,0.5,13.5,10.0,0.01,0.004,4.0,-5.0,0.0,8402001010194,Penne Rigate Integral,Hacendado,0.05967741935483871,High Calories,Low Sugar,No
547.0,1189.0,38.4,7.2,30.1,15.0,29.2,2.9,2.015,0.806,3.0,5.0,19.0,5033665206864,Charlie Bingham Lasagne,Charlie Bigham's,0.1875,High Calories,Moderate Sugar,No
92.0,384.0,2.3,0.1,1.7,0.5,14.5,7.5,0.14,0.056,4.0,-10.0,0.0,5019503000993,Missing,Quorn,0.04347826086956522,Low Calories,Low Sugar,Yes
117.0,1189.0,27.3,23.3,0.2,0.1,1.0,1.1,15.745,6.298,4.0,27.0,1.04375,5057008763104,Dark Soy Sauce,Tesco,0.8534798534798534,Moderate Calories,High Sugar,Yes
67.0,284.0,14.0,8.3,0.1,0.1,1.2,4.2,0.01,0.004,4.0,8.0,1.0,9141209,Bourn Vita 500Gram Pauch,Lu,0.5928571428571429,Low Calories,Moderate Sugar,Yes
0.0,1189.0,0.0,4.1,0.0,1.4,0.0,2.5,0.3725,0.149,4.0,7.0,0.0,8723300710746,Multi A-Z One-a-Day,innovit,0.0,Low Calories,High Sugar,Yes
71.0,1189.0,8.3,4.4,3.2,1.0,1.6,2.5,0.61,0.244,4.0,4.0,30.4917750907181,5011308505017,Pataks Tikka Sauce 450g,Patak's,0.5301204819277109,Low Calories,Low Sugar,Yes
754.0,1189.0,0.0,0.0,92.5,86.6,0.0,2.5,0.0,0.0,2.0,20.0,0.0,5038695000062,Organic extra virgin coconut oil,"The groovyfood company, Ecover",0.0,High Calories,Low Sugar,No
174.0,736.0,30.8,0.4,2.7,0.7,4.5,4.4,0.44,0.176,4.0,2.0,0.0,4088600043357,"Wholegrain, Wild & Red Rice",Worldwide Foods,0.012987012987012988,Moderate Calories,Low Sugar,Yes
60.0,1189.0,7.7,6.6,0.4,0.1,6.2,0.4,0.1375,0.055,4.0,-1.0,0.0,5057967395651,Greek Yoghurt,Tesco,0.8571428571428571,Low Calories,Moderate Sugar,No
132.0,552.0,13.0,0.1,7.7,0.6,1.6,1.6,0.1675,0.067,3.0,7.0,6.4175,5000328013305,Lightly salted,walkers,0.007692307692307693,Moderate Calories,Low Sugar,No
48.0,1189.0,12.0,10.0,0.1,0.0,5.7,0.6,0.3725,0.149,4.0,7.0,25.0,6111179003854,Nectar Mangue,Al Boustane,0.8333333333333334,Low Calories,Moderate Sugar,Yes
420.0,1189.0,60.0,4.1,10.5,6.4,19.1,2.5,1.45,0.58,3.0,19.0,0.0,5050974504115,Three Cheese Flatbreads,Ryvita Thins Three Cheese,0.06833333333333333,High Calories,Low Sugar,No
92.0,385.0,15.2,1.0,0.9,0.2,4.3,3.2,0.35,0.14,4.0,-3.0,0.4375,4088600251615,Wholemeal Medium Sliced,Village Bakery,0.06578947368421052,Low Calories,Low Sugar,Yes
416.0,1751.0,67.3,20.1,10.4,3.1,10.1,6.3,0.03,0.012,3.0,7.0,12.75,1835588,Granola,Sainsbury's,0.29866270430906394,High Calories,High Sugar,No
96.0,1189.0,21.0,16.0,0.0,0.0,0.5,2.5,1.2,0.48,4.0,10.0,0.0,5000111046763,Daddies Favourite Brown Sauce,Tesco,0.7619047619047619,Low Calories,High Sugar,Yes
698.0,2906.0,0.5,0.5,77.2,34.0,0.3,0.0,1.7,0.68,4.0,24.0,0.0,50295401,Willow butter,Willow,1.0,High Calories,Low Sugar,Yes
825.0,3393.0,0.5,0.5,91.7,7.3,0.5,0.5,0.01,0.004,2.0,2.0,100.0,358767,Vegetable oil,Sainsbury's,1.0,High Calories,Low Sugar,No
322.8,1189.0,78.5,73.3,0.1,1.4,2.4,5.1,0.3725,0.149,4.0,7.0,0.0,6291100213320,Date Syrup,Date Crown,0.9337579617834395,High Calories,High Sugar,No
51.0,216.0,2.3,2.2,2.3,0.4,4.0,0.9,0.24,0.096,4.0,0.0,10.7,5411188137979,Danone ALPRO® Joghurt Soja Natur 400g,Alpro,0.9565217391304349,Low Calories,Low Sugar,Yes
523.0,2184.0,57.0,2.7,29.7,3.0,5.2,3.3,2.13,0.852,4.0,17.0,0.0,5033060100156,Pipers Burrow Hill Cider Vinegar & Sea Salt Crisps,"Pipers, Pipers Crisp Co",0.04736842105263158,High Calories,Low Sugar,Yes
499.0,2050.0,0.5,0.5,55.0,20.0,0.5,2.5,1.1,0.44,4.0,21.0,27.0,5000246728756,Lighter spreadable,Anchor,1.0,High Calories,Low Sugar,Yes
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,4.0,7.0,0.0,6111245340289,Frommage fondu emmental,Or Blanc,0.0,High Calories,High Sugar,Yes
90.0,384.0,21.9,15.3,0.5,0.1,0.7,0.5,0.05,0.02,4.0,7.0,30.0,1893946,Balsamic Vinegar of Modena,By sainsbury's,0.6986301369863015,Low Calories,High Sugar,Yes
547.0,2290.0,51.0,47.0,34.0,20.0,5.7,6.7,0.01,0.004,4.0,25.0,0.0,7622201811150,Smooth,Green & Black's,0.9215686274509803,High Calories,High Sugar,Yes
168.15,1189.0,27.474,2.2,4.0014,0.5,4.5999,1.801,0.49305,0.19722,4.0,4.0,11.8421052631579,4056489596240,Tiger bloomer,Lidl,0.0800757079420543,Moderate Calories,Low Sugar,Yes
462.0,1938.0,62.5,20.8,18.3,7.4,8.7,6.4,0.28,0.112,4.0,15.0,0.0,4056489233718,Missing,Crownfield,0.3328,High Calories,High Sugar,Yes
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,4.0,7.0,0.17415,8410498010689,oro,Missing,0.0,High Calories,High Sugar,No
232.0,1189.0,46.0,1.3,0.7,0.3,8.3,3.4,0.8175,0.327,3.0,2.0,5.35714285714286,5057172737147,White sourdough,Asda,0.02826086956521739,High Calories,Low Sugar,No
0.0,1189.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,4.0,0.0,0.0,6111035001628,Sidi Ali,Missing,0.0,Low Calories,Low Sugar,No
82.0,343.0,0.0,11.8,1.2,0.8,2.3,2.5,0.0,0.0,4.0,7.0,0.0,6111242104075,Drink happy,Jaouda,0.0,Low Calories,Moderate Sugar,Yes
162.0,1189.0,20.2,10.584,8.316,4.896,2.5992,1.7,0.1773,0.07092,3.0,23.0,20.5,5060482840513,Almond Butter & Salted Caramel Cups,Deliciously Ella,0.523960396039604,Moderate Calories,Moderate Sugar,No
44.0,1189.0,4.1999998092651,3.2999999523163,1.7000000476837,0.012000000104308,3.0,2.5,0.12999999523163,0.052,3.0,-1.0,0.0,6111126001568,Lben,Chergui,0.7857143100427239,Low Calories,Low Sugar,No
592.0,2435.4,0.22,0.05,65.21,9.8,1.12,2.5,1.75,0.7,4.0,24.0,0.0,6111184001272,Mayonnaise,Star,0.2272727272727273,High Calories,Low Sugar,Yes
295.0,1250.0,59.8,3.7,1.3,0.4,8.9,4.2,1.1,0.44,3.0,4.0,0.0,5054269960853,Petit Pains,Tesco,0.06187290969899666,High Calories,Low Sugar,No
46.1,196.0,11.5,11.5,0.0,0.0,0.0,2.5,0.01,0.004,4.0,13.0,0.17415,6111243860390,Ice limonade,Missing,1.0,Low Calories,Moderate Sugar,No
300.0,1189.0,52.2,4.5,5.9,3.0,8.5,2.5,1.3,0.52,4.0,12.0,11.6666666666667,6111245461083,Pain Tacos Maxi,assylor,0.08620689655172413,High Calories,Low Sugar,Yes
69.4,294.0,14.0,9.3,0.7,0.5,1.5,2.5,0.0,0.0,4.0,2.0,0.17415,6111242105294,Ghilal khokh mchmach,Missing,0.6642857142857144,Low Calories,Moderate Sugar,No
520.0,1189.0,64.0,54.9,25.2,13.1,3.3,0.9,525.0,210.0,4.0,33.0,0.0,6291003206122,Roxta,Piccadeli,0.8578125,High Calories,High Sugar,Yes
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,3.0,38.0,0.0,6111243040020,Maxi croust,Missing,0.0,High Calories,High Sugar,No
544.0,2269.0,51.0,0.5,33.0,4.5,7.1,4.8,0.011,0.0044,3.0,6.0,33.0,8480000053985,Patatas 0% sal,Hacendado,0.00980392156862745,High Calories,Low Sugar,No
100.0,1189.0,0.0,0.0,11.0,1.5,0.0,2.5,0.125,0.05,3.0,7.0,0.0,815074022809,Classic Mayo,Chosen Foods,0.0,Moderate Calories,Low Sugar,No
376.0,1189.0,66.0,4.6,4.7,0.6,13.0,2.5,1.0,0.4,4.0,4.0,0.17415,8420947604819,Pan tostado,Ayala,0.06969696969696969,High Calories,Low Sugar,No
4.0,17.0,0.5,0.0,0.5,0.1,0.5,2.5,0.01,0.004,4.0,7.0,68.0625,8720608030330,Tisane nuit tranquille,Elephant,0.0,Low Calories,Low Sugar,Yes
380.0,1189.0,77.0,4.1,2.2,1.4,10.0,6.0,0.3725,0.149,4.0,7.0,0.0,5059319023250,Missing,Kellogg's,0.0,High Calories,High Sugar,Yes
203.0,1189.0,0.2,0.0,7.7,1.6,33.4,2.5,0.75,0.3,3.0,-1.0,0.0,5400141096781,Sepia Filletes Of Mackerel In Oil,SEPIA,0.0,High Calories,Low Sugar,No
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,1.0,0.0,0.17415,9111445001635,عين اطلس,اولماس,0.0,High Calories,High Sugar,No
580.0669215147,1189.0,32.7,26.4,44.0,27.5,8.8,11.4,0.0775,0.031,4.0,19.0,0.0,392211,Dominican dark chocolate,Sainsbury's,0.8073394495412843,High Calories,High Sugar,Yes
44.0,1189.0,11.0,11.0,0.0,0.0,0.0,0.0,1.25,0.5,4.0,18.0,0.17415,6111252420202,7 up lemon & lime,7 up,1.0,Low Calories,Moderate Sugar,No
170.0,719.0,33.0,9.5,1.3,0.2,3.8,5.3,0.02,0.008,1.0,0.0,100.0,5056215600233,Whole Chestnuts,Merchant Gourmet,0.2878787878787879,Moderate Calories,Moderate Sugar,No
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,4.0,7.0,0.17415,6111203004505,Fromage holondaise 24p chedar,talberjt,0.0,High Calories,High Sugar,No
20.0,1189.0,4.8,4.8,0.1,0.0,0.0,2.5,0.3725,0.149,4.0,7.0,22.9166666666667,8410261782034,Live Rostoy,Missing,1.0,Low Calories,Low Sugar,Yes
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,4.0,7.0,0.17415,6111242881655,Raibi,Missing,0.0,High Calories,High Sugar,No
96.0,1189.0,13.2,8.0,6.0,2.5,2.1,0.0,0.0,0.0,4.0,5.0,0.17415,6111242109414,Yaourt grec jaouda,Jaouda,0.6060606060606061,Low Calories,Moderate Sugar,No
109.0,1189.0,0.0,0.0,1.0,0.3,24.9,0.0,0.885,0.354,1.0,-2.0,0.0,5057967621057,Tuna chunks in spring water,Tesco,0.0,Moderate Calories,Low Sugar,No
81.0,340.0,8.7,0.0,3.3,2.1,4.2,0.0,0.0,0.0,4.0,2.0,0.0,6111265800046,Albane,LE NATURE,0.0,Low Calories,Low Sugar,Yes
900.0,1189.0,0.0,0.0,100.0,14.0,1.0,2.5,0.0,0.0,2.0,0.0,0.17415,6111099000186,Lousra,lousra,0.0,High Calories,Low Sugar,No
27.0,1189.0,1.3,0.6,2.0,0.6,1.0,0.5,0.59,0.236,4.0,2.0,2.67857142857143,163514,chicken stock,Marks & Spencer,0.4615384615384615,Low Calories,Low Sugar,Yes
544.0,2270.0,54.0,51.0,32.0,5.7,8.1,3.6,0.12,0.048,4.0,24.0,19.71875,8052575090278,Nocciolata Pâte à tartiner Cacao  et Noisettes,RIGONI DI ASIAGO,0.9444444444444444,High Calories,High Sugar,Yes
349.0,1479.0,55.0,15.0,10.5,2.0,8.5,1.8,0.88,0.352,4.0,13.0,7.5,4335619016514,10 pains au lait,maitre jeanpierre,0.2727272727272727,High Calories,Moderate Sugar,Yes
118.0,494.0,15.2,4.4,5.2,0.5,2.1,1.1,0.95,0.38,4.0,27.0,0.0,4088600569598,Multigrain Crackers,Aldi,0.2894736842105263,Moderate Calories,Low Sugar,Yes
44.0,1189.0,10.0,10.0,0.1,1.4,0.6,0.0,0.0,0.0,1.0,7.0,100.0,8402001014062,Zumo naranja,Hacendado,1.0,Low Calories,Moderate Sugar,No
637.0,1189.0,15.0,6.4,51.0,6.4,26.0,6.8,0.025,0.01,1.0,-8.0,100.0,2006050045136,Beurre De Cacahuètes 100% Naturel,ARIZONA,0.4266666666666667,High Calories,Moderate Sugar,No
477.0,1189.0,0.0,0.0,53.0,26.0,0.0,0.0,0.42,0.168,4.0,17.0,3.0,3366321055516,l'original,St Hubert,0.0,High Calories,Low Sugar,Yes
223.0,940.0,38.0,0.9,2.5,0.4,9.1,2.5,1.2,0.48,4.0,4.0,3.3,8424465915228,Pan 100% Integral Fino,Hacendado,0.02368421052631579,High Calories,Low Sugar,Yes
0.3,1189.0,0.0,4.1,0.0,1.4,0.0,2.5,0.3725,0.149,4.0,7.0,0.17415,5449000126658,ice tops cola 1.5l,Tops,0.0,Low Calories,High Sugar,No
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,4.0,7.0,0.17415,8445290196842,Missing,Nescafe,0.0,High Calories,High Sugar,No
725.0,1189.0,4.2,4.1,71.4,6.8,11.5,10.0,0.01,0.004,1.0,-6.0,100.0,20202408,Pecan Nuts,Alesto,0.976190476190476,High Calories,Low Sugar,No
366.0,1543.0,62.0,5.5,4.9,0.5,12.0,12.0,1.5,0.6,4.0,7.0,1.96944444444444,3560070823291,Biscottes Blé complet,Carrefour,0.08870967741935484,High Calories,Moderate Sugar,Yes
456.0,1915.0,68.0,21.0,16.0,1.4,8.0,3.9,1.1,0.44,4.0,16.0,5.0,3229820159768,Soja Figue,"Bjorg, Bjorg bio nutri+",0.3088235294117647,High Calories,High Sugar,Yes
528.0,1189.0,56.0,53.0,30.0,18.0,5.0,7.3,0.0,0.0,4.0,27.0,0.0,5410081201039,100G COTE D'OR NOIR ORIGINAL,"Côte d'Or, Fraft Foods",0.9464285714285714,High Calories,High Sugar,Yes
436.0,1834.0,68.0,33.0,15.0,4.6,6.0,2.6,0.1,0.04,4.0,18.0,15.5,3229820789118,Lunettes fraise,Bjorg,0.4852941176470588,High Calories,High Sugar,Yes
358.0,1189.0,0.5,0.5,28.0,18.0,26.0,2.5,0.8,0.32,3.0,10.0,0.0,11239303,"Trio gourmand - Tomme fruitée, emmental, gruyère IGP France",ENTREMONT,1.0,High Calories,Low Sugar,No
828.0,3404.0,0.0,0.0,92.0,83.0,0.0,0.0,0.01,0.004,4.0,20.0,0.0,3760020508425,Huile vierge de coco,Jardin bio,0.0,High Calories,Low Sugar,No
365.0,1546.0,73.0,3.0,2.0,0.4,12.0,3.4,0.0,0.0,1.0,-1.0,0.0,3223920620128,Couscous Grain Moyen,Ferrero,0.0410958904109589,High Calories,Low Sugar,No
45.0,1189.0,4.5,4.5,1.5,1.0,3.3,2.5,0.3725,0.149,1.0,7.0,0.0,3428274960078,Lait Chèvre,Lactel,1.0,Low Calories,Low Sugar,No
24.0,100.0,2.3,0.7,0.2,0.0,1.8,2.9,0.46,0.184,3.0,-3.0,85.5638839617783,3017800207901,Haricots verts extra fins rangés d'aucy 440g,D'aucy,0.30434782608695654,Low Calories,Low Sugar,No
171.0,1189.0,0.0,0.0,18.0,3.0,2.3,2.3,0.0025,0.001,3.0,2.0,74.995,20033347,490g 950g,Baresa,0.0,Moderate Calories,Low Sugar,No
373.0,1549.0,1.0,0.5,29.0,21.0,27.0,2.5,0.8,0.32,3.0,10.0,0.0,3228023910077,Emmental Râpé Fondant 3X70g,Président,0.5,High Calories,Low Sugar,No
384.0,1189.0,29.0,28.0,27.0,15.0,6.8,3.3,0.1,0.04,4.0,21.0,0.0,3760122966000,"L'incroyable Mousse, chocolat noir",Michel et Augustin,0.9655172413793104,High Calories,High Sugar,Yes
504.0,2111.0,67.0,31.0,23.0,12.0,6.3,1.7,0.56,0.224,4.0,26.0,0.0,5410126004113,LOTUS DINOSAURUS Original Chocolat lait 225g (4x3p),"Lotus, Lotus Bakeries",0.4626865671641791,High Calories,High Sugar,Yes
221.0,921.0,15.0,1.5,14.0,1.7,7.1,5.5,0.72,0.288,4.0,-1.0,76.1390625,3560070998784,"VEGEtal FALAFELS POIS CHICHE, CORIANDRE",Carrefour,0.1,High Calories,Low Sugar,Yes
