energy_kcal_value,energy_kj_value,carbohydrates_value,sugars_value,fat_value,saturated_fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova_group,nutrition_score_fr,fruits_vegetables_nuts_estimate_from_ingredients_100g,product_code,product_name,brands,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
102.0,427.0,23.2,22.8,0.1,1.4,1.2,2.5,1.77,0.708,3.0,7.0,60.06,8715700421469,Heinz tomato ketchup,Heinz,0.9827586206896552,Moderate Calories,High Sugar,No
1.0,1189.0,0.3,0.0,0.0,0.0,0.2,2.5,0.0,0.0,4.0,7.0,0.0,4056489224525,Missing,Bellarom,0.0,Low Calories,Low Sugar,No
631.0,2610.0,20.0,15.0,55.0,34.0,9.1,12.0,0.01,0.004,3.0,16.0,0.0,3560071276539,Tableta chocolate negro 85%,Carrefour BIO,0.75,High Calories,Moderate Sugar,No
434.0,1808.0,68.0,0.5,22.0,13.0,4.4,3.4,0.15,0.06,4.0,14.0,0.0,8410376059397,Gaufrette chocolate waffer,Gullón,0.007352941176470588,High Calories,Low Sugar,Yes
383.0,1625.0,85.0,7.2,1.2,0.2,6.9,2.5,0.8,0.32,3.0,7.0,0.0,3560071016074,Corn flakes,Carrefour,0.08470588235294117,High Calories,Moderate Sugar,No
464.0,1950.0,70.0,17.0,17.0,2.0,6.0,3.0,1.6,0.64,4.0,17.0,0.0,8410376016789,Digestive Classic,Gullón,0.24285714285714285,High Calories,High Sugar,Yes
57.0,1189.0,3.9,3.9,0.2,0.1,10.0,2.5,0.09,0.036,3.0,-3.0,0.0,34361454080,Skyr,Danone,1.0,Low Calories,Low Sugar,No
60.0,1189.0,15.0,14.0,0.0,1.4,0.0,2.5,0.2,0.08,3.0,-2.0,96.06,898999000022,Coconut Water,Vita Coco,0.9333333333333333,Low Calories,Moderate Sugar,No
431.0,1878.0,68.0,21.0,12.0,1.7,9.8,7.1,0.01,0.004,4.0,8.0,0.6875,2006050036158,Müesli Croustillant Fraise,GOLDEN BRIDGE,0.3088235294117647,High Calories,High Sugar,Yes
545.0,1189.0,56.0,55.0,32.0,19.0,7.0,2.5,0.25,0.1,4.0,32.0,0.0,3046920013871,Lindt lait extra fin,Lindt,0.9821428571428571,High Calories,High Sugar,Yes
390.0,1652.0,83.0,16.0,1.4,0.3,8.0,6.6,0.725,0.29,3.0,7.0,4.5,5000127521056,Special K Red Berries,Kellogg's,0.1927710843373494,High Calories,High Sugar,No
117.0,1189.0,22.3,1.7,0.8,0.2,4.4,1.2,0.4425,0.177,4.0,3.0,0.0,5010003054226,Soft White Thick,Hovis,0.07623318385650224,Moderate Calories,Low Sugar,Yes
149.0,1189.0,28.8,10.4,1.5,0.9,3.0,4.2,0.285,0.114,4.0,11.0,32.5736111111111,20696351,Flakes fruit & fibre,Crownfield,0.3611111111111111,Moderate Calories,Moderate Sugar,Yes
511.0,2139.0,61.0,35.0,26.0,15.0,6.9,2.8,0.196,0.0784,4.0,26.0,0.0020969509548649,4017100266416,PiCK UP ! Choco x6,TET,0.5737704918032787,High Calories,High Sugar,Yes
214.0,1189.0,1.9,1.6,14.0,1.7,19.0,2.5,2.5,1.0,4.0,15.0,0.0,8410599024073,Atún en tomate,PESCAMAR,0.8421052631578948,High Calories,Low Sugar,No
191.0,1189.0,37.8,0.3,1.8,0.3,4.9,2.3,0.1,0.04,3.0,1.0,0.0,5051008067439,Wholegrain Rice,Tesco,0.007936507936507936,Moderate Calories,Low Sugar,No
80.0,336.0,6.8,0.9,3.8,0.8,4.0,1.2,0.14,0.056,4.0,7.0,3.86029411764705,5060495111587,Vanilla meal replacement,Huel,0.1323529411764706,Low Calories,Low Sugar,Yes
198.0,1189.0,30.015,12.015,6.39,1.602,3.501,3.101,0.3725,0.149,4.0,7.0,0.0847656250000028,7622210740427,BelVita Chocolate Chips,Belcita,0.40029985007496255,Moderate Calories,Moderate Sugar,Yes
278.0,1189.0,42.0,3.8,6.6,0.6,10.0,5.3,0.88,0.352,4.0,1.0,1.60660714285715,5010003064768,4 Seed Sensations Bread,Hovis,0.09047619047619047,High Calories,Low Sugar,Yes
70.0,299.0,5.0,0.4,0.2,0.0,12.0,0.6,17.7,7.08,3.0,19.0,45.0,5014276308505,Organic Tamari Soy Sauce,Yutaka,0.08,Low Calories,Low Sugar,No
80.0,1189.0,15.0,4.1,0.4998,1.4,5.0,2.999,0.18785,0.07514,4.0,7.0,2.13068181818182,73472001202,Flourless Sprouted Grain Bread EZEKIEL 4:9,Food for Life,0.0,Low Calories,High Sugar,Yes
80.0,1189.0,17.6,17.4,0.2,1.4,0.7,2.3,0.3725,0.149,3.0,7.0,99.0,5000234049795,Whitworths Soft Dates 300g,Whitworths,0.9886363636363634,Low Calories,High Sugar,No
109.0,461.0,16.2,0.0,0.5,0.0,6.9,6.2,0.05,0.02,4.0,-6.0,60.0,5000232844231,Red Kidney Beans in Water imp,Napolina,0.0,Moderate Calories,Low Sugar,Yes
100.0,1189.0,7.0,3.0,0.0,0.0,18.0,0.0,0.15,0.06,3.0,-4.0,0.0,96619483556,organic GREEK YOGURT plain,KIRKLAND Signature,0.42857142857142855,Moderate Calories,Low Sugar,No
312.0,1189.0,8.4,2.3,28.4,4.0,4.3,3.0,1.0725,0.429,4.0,11.0,10.046875,408950,Green Pesto Sauce,sainsburys,0.2738095238095238,High Calories,Low Sugar,Yes
209.0,1189.0,9.6,6.4,15.0,3.0,6.8,5.2,0.295,0.118,4.0,7.0,77.2727272727273,5000159528511,Dark chocolate nuts & sea salt,KIND,0.6666666666666667,High Calories,Moderate Sugar,Yes
358.0,1189.0,67.0,2.6,11.0,0.9,4.6,5.6,0.48,0.192,4.0,2.0,25.6,3175681290303,Fourré FIGUES,Gerblé,0.03880597014925373,High Calories,Low Sugar,Yes
400.0,1674.0,61.6,16.7,15.6,10.5,2.2,2.1,11.7025,4.681,4.0,38.0,0.0,5000354919541,Bisto chicken gravy,Bisto,0.27110389610389607,High Calories,High Sugar,Yes
355.0,1499.0,65.1,27.1,5.2,0.8,8.0,7.7,0.03,0.012,4.0,6.0,56.1875,4088600167756,Aldi Very Berry muesli,Specially Selected,0.41628264208909377,High Calories,High Sugar,Yes
62.0,1189.0,1.4,1.0,6.2,5.1,0.5,2.5,0.1575,0.063,4.0,11.0,25.0,5010338013363,Light Coconut Milk,Blue dragon,0.7142857142857143,Low Calories,Low Sugar,Yes
420.0,1189.0,64.0,18.0,12.0,1.6,11.0,6.7,0.03,0.012,4.0,7.0,10.5,5010477362759,Jordan's Super Berry Granola,Jordans,0.28125,High Calories,High Sugar,Yes
136.89,1189.0,15.795,6.102,7.101,0.599,1.6011,1.601,0.315225,0.12609,4.0,16.0,6.23500000000001,5053526283131,Sweet And Salted Popcorn,Tesco,0.38632478632478634,Moderate Calories,Moderate Sugar,Yes
155.6,1189.0,34.4,3.16,0.48,0.16,2.8,1.16,0.4,0.16,3.0,8.0,0.0,5059319021836,Rice krispies,Kellogg's,0.09186046511627907,Moderate Calories,Low Sugar,No
85.0,1189.0,11.5,11.5,0.3,0.3,8.8,0.6,0.000475,0.00019,1.0,0.0,0.0,4056489518273,Fat Free Greek Natural Yogurt,Milbona,1.0,Low Calories,Moderate Sugar,No
478.0,2004.0,60.4,0.6,21.4,1.9,9.6,2.5,1.6825,0.673,3.0,14.0,67.125,4088600463575,Lentil Chips,Snackrite,0.009933774834437087,High Calories,Low Sugar,No
295.0,1189.0,4.3,0.5,22.3,7.8,19.0,1.4,1.41,0.564,4.0,17.0,0.0,5010498509218,Proper porker 6 british pork sausages,the jolly hog,0.11627906976744186,High Calories,Low Sugar,Yes
464.0,1189.0,0.2,0.0,43.5,0.0,18.0,2.5,0.5,0.2,4.0,0.0,0.17415,6111184003856,Pescada,Missing,0.0,High Calories,Low Sugar,No
251.0,1064.0,49.0,1.7,0.9,0.3,9.5,3.5,0.96,0.384,3.0,3.0,0.0,4088600276250,Soft White Pittas,Village Bakery,0.03469387755102041,High Calories,Low Sugar,No
189.0,1189.0,6.0,6.0,16.0,9.0,6.0,2.5,3.1,1.24,4.0,30.0,0.17415,6111266961333,حليب,Missing,1.0,Moderate Calories,Moderate Sugar,No
180.0,761.0,46.0,2.3,1.3,0.1,13.0,7.7,0.05,0.02,1.0,-13.0,100.0,4088600206462,Red Lentil & Beetroot Fusilli,The Foodie Market,0.049999999999999996,Moderate Calories,Low Sugar,No
230.0,950.0,6.5,6.5,18.0,12.0,10.5,2.5,1.7,0.68,4.0,21.0,0.0,6111028000867,fromage,Vache Qui Rit,1.0,High Calories,Moderate Sugar,No
42.0,1189.0,3.8,3.6,1.5,1.1,3.3,2.5,0.1,0.04,3.0,0.0,0.0,3155253020644,Kéfir,LACTEL,0.9473684210526316,Low Calories,Low Sugar,No
58.0,1189.0,4.3,4.3,3.0,1.4,3.0,2.5,0.3725,0.149,4.0,7.0,0.17415,6111243590853,Missing,Colaimo Le lait,1.0,Low Calories,Low Sugar,No
0.0,1189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9111445003035,Oulmes,Missing,0.0,Low Calories,Low Sugar,No
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,4.0,7.0,0.17415,6111029000064,sucre granulé,Missing,0.0,High Calories,High Sugar,No
900.0,1189.0,0.0,0.0,100.0,12.0,0.0,2.5,0.0,0.0,2.0,4.0,0.0,6111099000131,Zohor,Zohor,0.0,High Calories,Low Sugar,No
384.0,1607.0,85.0,0.5,1.4,0.2,7.0,1.7,0.31,0.124,3.0,3.0,0.0,20226909,Lightly Salted Corn Cakes,Rivercote,0.0058823529411764705,High Calories,Low Sugar,No
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5942219115845,"Apă minerală naturală, natural carbogazoasă",Borsec,0.0,Low Calories,Low Sugar,No
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,1.0,0.0,0.17415,6111248360376,Eau mineral 33cl aman,Missing,0.0,High Calories,High Sugar,No
13.0,56.0,3.1,3.0,0.0,0.0,0.0,2.5,0.03,0.012,4.0,7.0,0.1,3228886030011,saveur pêche ici tea,Lipton,0.9677419354838709,Low Calories,Low Sugar,Yes
486.0,1189.0,57.0,23.0,24.0,15.0,7.3,6.5,0.01,0.004,3.0,18.0,0.0,11044204,Schoko Reis Waffeln,Alnatura,0.40350877192982454,High Calories,High Sugar,No
387.0,1623.0,64.0,5.3,6.1,0.7,13.0,11.0,1.3,0.52,4.0,6.0,0.0,3564707002158,Biscottes complètes,"Bio Village, Marque Repère",0.0828125,High Calories,Moderate Sugar,Yes
430.0,1810.0,45.0,45.0,14.0,9.0,31.0,2.5,0.93,0.372,4.0,7.0,0.0,3043933232701,lait demi écrémé,Régilait,1.0,High Calories,High Sugar,Yes
385.0,1630.0,79.0,25.0,3.0,0.9,8.3,4.3,1.13,0.452,4.0,14.0,0.0,5053827110679,Froot Loops,Kellogg's,0.31645569620253167,High Calories,High Sugar,No
42.0,180.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,3174780000363,Original COCA-COLA,Coca cola,1.0,Low Calories,Moderate Sugar,Yes
222.0,928.0,5.8,4.3,19.0,1.8,5.3,1.8,4.3,1.72,4.0,24.0,5.68181818181818,8722700139201,Moutarde Douce Fine & Douce,Amora,0.7413793103448276,High Calories,Low Sugar,Yes
495.0,2035.0,0.0,0.0,55.0,20.0,0.0,2.5,0.45,0.18,4.0,13.0,11.225,3366321052355,St hubert bio 490 g doux sans huile de palme,"St Hubert, St hubert bio, St hubert bio & vegetal",0.0,High Calories,Low Sugar,Yes
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,2.0,19.0,0.0,3088540502298,Miel l'apiculteur de nos terroirs,Michaud Yves,0.0,High Calories,High Sugar,No
53.0,224.0,6.7,6.7,1.0,0.6,4.3,0.0,0.16,0.064,3.0,0.0,0.0,3278692111145,Yaourt nature,Malo,1.0,Low Calories,Moderate Sugar,No
488.0,2042.0,58.1,26.7,24.6,15.1,6.9,2.5,0.29,0.116,4.0,24.0,6.0,20116712,Rice Cakes Milk Chocolate & Coconut,Sondey,0.45955249569707396,High Calories,High Sugar,Yes
493.0,2065.0,64.0,38.0,23.0,13.0,6.4,2.0,0.71,0.284,4.0,30.0,0.0,3178530403022,Tartelettes chocolat caramel,OLUF LORENTZEN AS,0.59375,High Calories,High Sugar,Yes
31.0,133.0,1.7,1.7,0.8,0.2,0.0,0.0,0.01,0.004,1.0,-3.0,100.0,3456300002492,Pur jus de citron,"Jardin bio, Léa Nature",1.0,Low Calories,Low Sugar,No
28.0,120.0,6.6,6.6,6.2,0.0,0.1,2.5,0.03,0.012,4.0,7.0,9.43,3124480167057,PET 50CL OASIS TROPICAL,"Oasis,Oasis tropical",1.0,Low Calories,Moderate Sugar,Yes
32.0,133.0,0.5,0.5,1.8,0.3,3.3,2.5,0.07,0.028,1.0,-5.0,0.0,3273220080108,Soja Nature Sans Sucres,Sojasun,1.0,Low Calories,Low Sugar,No
232.0,980.0,50.0,35.0,0.2,0.1,1.6,7.9,0.02,0.008,4.0,7.0,0.0,3502490171606,Pruneaux d'Agen dénoyautés,Maître PRUNILLE,0.7,High Calories,High Sugar,No
242.0,207.0,11.0,11.0,0.5,0.1,0.5,2.5,0.0,0.0,1.0,6.0,99.625,9002515600530,Cocktail Tropical Multivitaminé,Pago,1.0,High Calories,Moderate Sugar,No
179.0,751.0,25.0,5.6,6.3,0.6,4.4,2.2,0.98,0.392,4.0,6.0,36.84,3270190207498,Taboulé oriental Pointe de menthe,Carrefour,0.22399999999999998,Moderate Calories,Moderate Sugar,Yes
337.0,1426.0,63.9,2.0,2.2,0.2,10.7,9.5,0.0,0.0,4.0,-5.0,0.0,3068111301246,Farine de blé complète - T150,Francine,0.03129890453834116,High Calories,Low Sugar,No
392.0,1641.0,59.0,12.0,13.0,7.6,7.6,1.9,5.7,2.28,4.0,3.0,7.09966746794872,8718114807980,Knorr Soupe Déshydratée Forestière Champignons & Oignons 3 Portions,Knorr,0.2033898305084746,High Calories,Moderate Sugar,Yes
118.0,484.0,3.1,3.1,0.2,0.1,7.8,34.1,0.3,0.12,1.0,7.0,0.0,3033710072927,"NESCAFÉ NES, Café Soluble, Boîte de 25 Sticks (2g chacun)",Nestlé,1.0,Moderate Calories,Low Sugar,No
388.0,1636.0,61.0,2.9,5.7,0.6,17.7,10.9,0.2,0.08,4.0,-8.0,0.0,8480000837899,Pan tostado 100% integral bajo en sal y en azúcares,"Hacendado,Anitin",0.047540983606557376,High Calories,Low Sugar,Yes
104.0,437.0,9.7,1.1,3.7,0.6,7.5,1.0,0.61,0.244,4.0,1.0,34.2047393798828,3166352967037,Poisson à l'andalouse riz safrané et courgettes grillées,Marie,0.11340206185567012,Moderate Calories,Low Sugar,Yes
320.0,1339.0,80.0,79.0,0.5,0.1,0.5,2.5,2.5e-05,1e-05,4.0,18.0,0.0,3088542506256,Sirop d'agave,Sunny Bio,0.9875,High Calories,High Sugar,No
448.0,1885.0,65.0,2.6,15.0,2.3,11.8,3.7,1.8,0.72,3.0,14.0,10.0,8480000823656,REGAÑA,HACENDADO,0.04,High Calories,Low Sugar,No
77.0,1189.0,9.5,6.9,3.5,0.3,1.5,2.5,1.0,0.4,4.0,1.0,95.5,8480000171283,Tomate frito con aceite de oliva,Mercadona,0.7263157894736842,Low Calories,Moderate Sugar,Yes
140.0,1189.0,17.0,2.3,5.8,0.7,3.4,3.3,0.675,0.27,3.0,1.0,46.7427738095238,3229820789835,Galette céréales et légumes du soleil,Bjorg,0.13529411764705881,Moderate Calories,Low Sugar,No
495.0,2035.0,0.0,0.0,55.0,20.0,0.0,0.0,0.45,0.18,4.0,13.0,21.225,3366321052416,St hubert omega 3 bio 230 g doux,"St Hubert, St hubert bio, St hubert omega 3",0.0,High Calories,Low Sugar,Yes
430.0,1809.0,64.9,2.0,12.6,1.3,11.0,6.5,1.75,0.7,3.0,10.0,0.0,8002190020167,Crackers integrales,Galbusera,0.03081664098613251,High Calories,Low Sugar,No
582.0,2513.0,26.0,13.0,49.0,31.0,10.0,11.0,0.01,0.004,4.0,15.0,0.0,3250391422715,Tablette dégustation chocolat noir 85% - 100g,"Ivoria, Les creations",0.5,High Calories,Moderate Sugar,Yes
119.0,1189.0,11.9,9.4,7.0,3.0,1.7,2.5,0.0002375,9.5e-05,4.0,28.0,13.0,8000500272442,Hanuta 10er-Pack,Ferrero,0.7899159663865546,Moderate Calories,Moderate Sugar,Yes
629.0,2630.0,13.0,5.2,51.0,5.5,26.0,6.8,0.05,0.02,1.0,-8.0,100.0,5600826202982,Peanut Butter Smooth,Prozis,0.4,High Calories,Moderate Sugar,No
540.0,2251.0,50.0,0.5,34.0,2.7,6.1,4.9,0.6,0.24,3.0,6.0,0.0,3497911119124,Chips Craquante Sel Brets,Bret's,0.01,High Calories,Low Sugar,No
319.0,1337.0,43.0,3.7,11.0,1.1,9.0,5.8,1.0,0.4,4.0,3.0,0.0,3760049798746,Pain de table Bio aux graines de lin & tournesol 400g,la boulangère,0.08604651162790698,High Calories,Low Sugar,Yes
42.0,1189.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,5000112557664,Coca Cola,Coca-Cola,1.0,Low Calories,Moderate Sugar,Yes
56.0,238.0,13.0,13.0,0.5,0.0,0.5,1.0,0.01,0.004,1.0,-2.0,83.3333333333333,20253929,Ananas en tranches au sirop léger,Freshona,1.0,Low Calories,Moderate Sugar,No
39.0,162.0,2.5,2.5,1.8,0.3,3.0,0.5,0.08,0.032,4.0,-1.0,8.0,5411188091912,"Alpro Sojadrink Original fresh mit Calcium, 1 L, 11",Alpro,1.0,Low Calories,Low Sugar,Yes
533.0,2223.0,49.0,2.5,33.0,3.0,6.0,4.5,1.5,0.6,4.0,13.0,8.3125,4003586100313,Chipsfrisch ungarisch,funny-frisch,0.05102040816326531,High Calories,Low Sugar,Yes
376.0,1583.0,60.0,1.0,7.9,1.3,11.0,10.0,0.01,0.004,1.0,-4.0,0.0,3560071270285,Petits flocons d'avoine complète,"Carrefour BIO, Carrefour",0.016666666666666666,High Calories,Low Sugar,No
55.0,230.0,7.7,6.3,1.7,0.3,1.5,1.3,0.99,0.396,4.0,0.0,135.4,3038359011436,Panzani sauce provencale nat 210g f12,Panzani,0.8181818181818181,Low Calories,Moderate Sugar,Yes
101.0,420.0,1.7,0.3,2.5,0.6,13.5,8.5,1.7,0.68,4.0,-1.0,0.0,5019503034165,Smoky Ham Free Slices,Quorn,0.17647058823529413,Moderate Calories,Low Sugar,Yes
383.0,1620.0,69.0,3.0,3.5,0.4,14.0,9.9,0.02,0.008,4.0,-6.0,0.0,3560071433277,Biscottes blé complet Sans sucres* et sans sel ajoutés,"Carrefour BIO,Carrefour",0.043478260869565216,High Calories,Low Sugar,Yes
540.0,1189.0,82.0,11.0,19.0,8.0,9.0,2.5,3.725,1.49,4.0,7.0,0.0810286458333342,8801073113893,Buldak Spicy Ramen Carbonara,Samyang,0.13414634146341464,High Calories,Moderate Sugar,Yes
650.0,2688.0,6.5,4.0,56.0,4.4,25.0,12.0,0.0,0.0,1.0,-10.0,100.0,5060132281857,Meridian 100% Crunchy Almond Butter,Meridian,0.6153846153846154,High Calories,Low Sugar,No
552.0,1189.0,68.0,0.0,32.0,32.0,4.0,0.0,0.37,0.148,4.0,17.0,0.0,6111180006059,Crème chantilly,idéal,0.0,High Calories,Low Sugar,Yes
295.0,1189.0,3.2,3.0,31.0,22.0,1.8,0.0,0.0975,0.039,4.0,16.0,7.75,8719200204768,Elmlea Double,Elmlea,0.9375,High Calories,Low Sugar,Yes
33.0,1189.0,0.5,0.0,3.5,0.5,0.0,0.0,0.2,0.08,4.0,11.0,20.4545454545455,5055940101169,Light,Benecol,0.0,Low Calories,Low Sugar,Yes
745.0,1189.0,1.0,0.7,82.0,54.0,0.9,0.5,1.475,0.59,2.0,27.0,0.0,4088600190105,Salted Butter,Cowbelle,0.7,High Calories,Low Sugar,No
102.0,1189.0,4.2,4.2,7.3,5.1,4.0,0.5,0.1,0.04,3.0,6.0,0.0,5010251430896,Greek Style Yogurt,Morrisons,1.0,Moderate Calories,Low Sugar,No
374.0,1581.0,69.0,18.0,3.9,0.7,11.0,9.8,0.17,0.068,4.0,0.0,4.5,5010029229158,Crispy Minis imp,Weetabix,0.2608695652173913,High Calories,High Sugar,Yes
405.0,1189.0,82.0,24.0,4.5,2.5,6.6,3.5,0.29,0.116,3.0,13.0,0.0,5011766778008,Organic Chocolate Stars,Freee,0.2926829268292683,High Calories,High Sugar,No
168.0,712.0,36.5,36.5,0.3,0.1,2.3,5.2,0.01,0.004,3.0,8.0,75.0,4088600223612,"Dried prunes, pitted and ready to eat",The Foodie Market,1.0,Moderate Calories,High Sugar,No
631.0,1189.0,6.6,3.6,52.2,3.3,29.6,8.3,0.01,0.004,1.0,-10.0,100.0,4056489594512,Smooth Almond Butter,"Maribel,Lidl",0.5454545454545455,High Calories,Low Sugar,No
475.0,1989.0,63.0,1.1,20.0,3.0,9.4,3.8,1.8,0.72,3.0,14.0,26.3333333333333,5060198642289,Fennel Seed Tarallini,Crosta & Mollica,0.01746031746031746,High Calories,Low Sugar,No
520.0,1189.0,56.0,52.0,29.0,17.0,5.4,2.5,0.3925,0.157,4.0,32.0,0.0,3046920028424,CARAMEL,Lindt,0.9285714285714286,High Calories,High Sugar,Yes
165.0,710.0,2.9,2.5,17.0,15.0,0.5,0.5,0.15,0.06,4.0,20.0,55.0,5010928459502,Rich & creamy coconut milk,"Amoy,Alifoods",0.8620689655172414,Moderate Calories,Low Sugar,Yes
329.0,1398.0,81.5,80.8,0.5,0.2,0.5,0.5,0.03,0.012,4.0,19.0,0.0,5011273044757,Honey,Rowse,0.9914110429447852,High Calories,High Sugar,No
106.0,1189.0,21.0,18.0,0.5,0.1,1.1,0.5,0.09,0.036,2.0,7.0,0.0,4088600157887,Balsamic Vinegar of Modena,Missing,0.8571428571428571,Moderate Calories,High Sugar,No
670.0,1189.0,1.9,1.3,73.2,5.5,0.9,0.2,1.0,0.4,4.0,17.0,75.5,5059697256110,Mayonnaise,Tesco,0.6842105263157895,High Calories,Low Sugar,Yes
549.0,1189.0,53.5,1.6,34.5,4.3,6.0,0.0,0.8,0.32,4.0,13.0,0.0,8411859552176,Onduladas campesinas,Risi,0.029906542056074768,High Calories,Low Sugar,Yes
448.0,1189.0,72.0,8.9,14.0,1.2,6.7,4.6,0.9,0.36,4.0,10.0,0.0,5000328015552,Sweet & Salty Popped Crisps,Popworks,0.12361111111111112,High Calories,Moderate Sugar,Yes
106.0,444.0,13.8,0.5,0.8,0.2,7.1,7.7,0.02,0.008,4.0,-6.0,80.0,427920,Black beans in water,Sainsburys,0.036231884057971016,Moderate Calories,Low Sugar,Yes
198.0,826.0,17.0,6.8,10.0,0.8,6.0,6.8,0.93,0.372,3.0,0.0,62.0834682765151,5036829756304,"sweet potato pakora with red pepper, cumin and chilli",Gosh!,0.39999999999999997,Moderate Calories,Moderate Sugar,No
4.0,1189.0,0.0,0.0,0.0,0.0,0.0,2.5,0.3725,0.149,4.0,7.0,0.17415,6111069003049,Tisane Bien être Bonne Nuit - 20 Sachets,Sultan,0.0,Low Calories,Low Sugar,No
87.6354365838112,1189.0,6.66666666666667,5.0,2.66666666666667,2.66666666666667,10.6666666666667,5.0,0.0,0.0,4.0,3.0,0.0,7622201693930,Lightest,Philadelphia,0.7499999999999997,Low Calories,Moderate Sugar,Yes
151.0,1189.0,29.0,0.7,2.2,0.1,3.2,1.2,0.44,0.176,4.0,2.0,13.6,5010034013995,Golden Vegetable Rice,Ben's Original,0.02413793103448276,Moderate Calories,Low Sugar,Yes
379.0,1603.0,72.3,70.2,3.4,2.1,12.4,0.0,0.9,0.36,4.0,7.0,0.0,5021991938771,Fairtrade Instant Hot Chocolate,Clipper,0.9709543568464731,High Calories,High Sugar,Yes
37.0,1189.0,9.16,7.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6111180003829,Flan parfum vanille,idéal,0.8624454148471616,Low Calories,Moderate Sugar,Yes
53.0,223.0,12.0,12.0,0.0,0.0,0.4,0.4,0.05,0.02,1.0,1.0,66.6666666666667,24000124955,Peach Slices in Juices,Del Monte,1.0,Low Calories,Moderate Sugar,No
115.0,1189.0,14.6,0.8,3.2,1.0,6.9,6.0,0.5,0.2,4.0,-3.0,0.0,5012121005241,6 carb lite wraps,Deli Kitchen,0.05479452054794521,Moderate Calories,Low Sugar,Yes
95.0,1189.0,19.9,19.9,0.5,0.1,1.9,2.3,0.97,0.388,3.0,10.0,21.875,1774207,Tomato Ketchup,"Sainsbury's, By Sainsbury's",1.0,Low Calories,High Sugar,No
55.0,1189.0,12.1,10.4,0.01,0.01,1.5,2.5,0.063,0.0252,4.0,12.0,0.17415,6111126001599,Fawakih mchmach khokh,Chergui,0.859504132231405,Low Calories,Moderate Sugar,No
291.0,1189.0,26.7,16.0,19.7,0.0,1.8,2.5,1.82,0.728,4.0,16.0,0.17415,6111184007649,Biggy tasty,Star,0.599250936329588,High Calories,High Sugar,No
74.0,1189.0,3.2,0.0,1.7,0.5,11.0,2.5,0.955,0.382,4.0,2.0,0.094482421875,5060317351474,Simply Chicken 10 Chipolatas,Heck,0.0,Low Calories,Low Sugar,Yes
148.0,1189.0,12.7,1.2,7.6,1.0,6.9,5.6,0.4925,0.197,3.0,-3.0,59.6875,961035,Nutty Super Wholefood Salad,M&S Food,0.09448818897637795,Moderate Calories,Low Sugar,No
80.0,1189.0,7.2,7.2,3.1,2.6,4.8,1.7,0.1875,0.075,4.0,3.0,9.375,5060853640032,Original Gut-Loving Prebiotic* Yoghurt,Bio & Me,1.0,Low Calories,Moderate Sugar,Yes
242.0,1189.0,15.1,4.1,6.2,1.4,5.7,2.5,0.3725,0.149,4.0,7.0,0.17415,6111032001393,Danone,Danone,0.0,High Calories,High Sugar,No
65.0,1189.0,8.8,3.6,1.3,0.1,3.7,2.5,0.5,0.2,4.0,2.0,0.0,1498257,"Spicy tomato, lentil and red pepper soup",By Sainsbury's,0.40909090909090906,Low Calories,Low Sugar,No
531.0,2183.0,0.5,0.5,59.0,22.0,0.5,0.0,0.9,0.36,4.0,15.0,27.6714285714286,8719200265837,Margarina con sal,Tulipan,1.0,High Calories,Low Sugar,Yes
101.0,427.0,11.4,9.8,4.2,2.9,4.6,2.5,0.0975,0.039,4.0,4.0,5.125,5056138202545,Gourmet Raspberry Yogurt,The Collective,0.8596491228070176,Moderate Calories,Moderate Sugar,Yes
180.0,1189.0,44.5,44.5,0.1,0.0,0.5,0.5,0.25,0.1,4.0,23.0,55.0,6111266070998,Barraani,Baraani,1.0,Moderate Calories,High Sugar,Yes
594.0,1189.0,19.0,14.0,49.0,31.0,9.4,19.0,0.1,0.04,3.0,15.0,0.0,3760121219732,Noir 85%,Biocoop,0.7368421052631579,High Calories,Moderate Sugar,No
436.0,1825.0,61.0,15.0,15.0,2.4,10.0,8.3,0.17,0.068,4.0,6.0,12.375,3175681297104,Matin Chocolat,Gerblé,0.2459016393442623,High Calories,Moderate Sugar,Yes
713.0,2932.0,0.5,0.5,79.0,26.0,0.5,2.5,1.1,0.44,4.0,17.0,24.175,8719200276581,"Plant Butter, spreadable",Flora,1.0,High Calories,Low Sugar,Yes
115.0,507.0,11.0,2.9,4.3,0.4,8.1,0.0,1.3,0.52,4.0,4.0,5.34722222222222,3564700309575,Bâton surimi,"Marque Repère, Pêche Océan",0.2636363636363636,Moderate Calories,Low Sugar,Yes
